titulo,brand,pantalla_tamano_pulgadas,precio_min,precio_max,precio_mean
Intel NUC NUC7i3BNHX1 (BOXNUC7I3BNHX1),Intel,,855.19,855.19,855.19
Minisforum UN1245 (16GB RAM / 512GB SSD),Minisforum,,359.99,359.99,359.99
Hyrican Gamemax Edge 7347,Hyrican,,1027.26,1027.26,1027.26
Vibox X-16 Gaming PC i9-13900KF / RTX 4070 Ti,Vibox,,2499.95,2499.95,2499.95
Sedatech UCCF431I2I1HF (i7-12700KF / Radeon RX 7900 GRE / 32GB / 2TB),Sedatech,,1809.9,1809.9,1809.9
Captiva Highend Gaming R61-123,Captiva,,3557.0,3557.0,3557.0
HP ProDesk 600 G6 SFF,HP,,1366.48,1366.48,1366.48
Dell OptiPlex 5070 Micro,Dell,,724.31,724.31,724.31
Actina Endorfy 7600 / 32GB / 1TB / RTX4060 / 550W,Actina,,1491.52,1491.52,1491.52
VIST RGB GAMER i5-10400F / RTX 3060 / 32GB / SSD 1TB / W11,VIST,,754.9,754.9,754.9
Lenovo ThinkStation P350 Tiny,Lenovo,,1892.33,2319.99,2106.16
Acer Veriton N6710GT DT.R0SEG.001,Acer,,561.54,561.54,561.54
Vibox IV-78 Gaming PC i7-11700F / RTX 4070,Vibox,,1629.95,1629.95,1629.95
Sedatech UCCF219I2I1HF (i5-14400F / RTX4060 / 32GB / 2TB),Sedatech,,1409.9,1409.9,1409.9
Captiva Advanced Gaming R86,Captiva,,1218.99,2851.99,2035.49
HP ProDesk 600 G4 MT (4260561748254),HP,,379.0,379.0,379.0
Actina Desktop-PC KOMAAABTO4561 i5-13500 32GB RAM 1TB SSD RTX 4070 (S9147567),Actina,,5635.48,5635.48,5635.48
VIST MSI Pro Gaming i9 11900KF RTX 4060 Ti 32GB SSD 1TB W11 DLSS 3,VIST,,1334.9,1334.9,1334.9
Vibox VIII-56 Gaming PC i9-11900 / RTX 3060 Ti,Vibox,,1559.95,1559.95,1559.95
Sedatech UCCN501I1I1HF,Sedatech,,1639.9,1639.9,1639.9
Captiva Advanced Gaming R65-532,Captiva,,1467.71,1467.71,1467.71
"HP Workstation Z2 G9 Tower
5F118EA",HP,,3682.99,3682.99,3682.99
Actina PBA 5600G / 16GB / 500GB / 600W,Actina,,486.48,486.48,486.48
VIST PRO PC i7-12700F / RTX 4070 / 32GB / SSD 2TB / W11,VIST,,1507.9,1507.9,1507.9
Vibox IV-124 PC Gamer i7-11700F / RTX 4060,Vibox,,1184.95,1184.95,1184.95
Sedatech UCCN513I1I1HF,Sedatech,,2039.9,2039.9,2039.9
"Captiva Highend Gaming I73
I73-887",Captiva,,2612.99,2612.99,2612.99
HP Compaq Thin Client t5540 (VA213AA#ABD),HP,,498.0,498.0,498.0
Actina ENDORFY 5600 / 16GB / 1TB / RTX3060 / 600W,Actina,,1553.1,1553.1,1553.1
VIST PBA ATOS i5-12400F / RTX 4060 / 32GB / SSD 1TB / W11,VIST,,879.9,879.9,879.9
Vibox VII-66 Gaming PC i7-13700F / RTX 3070,Vibox,,1199.95,1199.95,1199.95
Sedatech UCCE204I1I1HF (Ryzen 7 5700X / RTX4060 / 32GB / 2TB),Sedatech,,1229.9,1229.9,1229.9
"Captiva Ultimate Gaming I72
I72-860",Captiva,,3315.99,3315.99,3315.99
"HP ProDesk 600 G1 Small Form Factor
E7P47AW",HP,,149.0,149.0,149.0
Actina View 13600KF / 32GB / 1TB / RTX4070TIS / 750W,Actina,,1805.0,1805.0,1805.0
VIST PRO PC i7-12700F / RTX 3050 / 16GB / SSD 1TB / W10,VIST,,928.9,928.9,928.9
Vibox I-15 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,,558.95,558.95,558.95
Sedatech UCCE201I1I1HF (Ryzen 7 5700X / RTX3050 / 32GB / 2TB),Sedatech,,1119.9,1119.9,1119.9
"Captiva Advanced Gaming I75
I75-378",Captiva,,1485.99,1485.99,1485.99
HP t530 Thin Client,HP,,189.71,189.71,189.71
Actina Actina (5901443337799),Actina,,5570.82,5570.82,5570.82
VIST Nexus Pro PC Ryzen 9 5900X RTX 4070Ti Super 64GB SSD 1TB WiFi6 BT W11 USB C DLSS 3,VIST,,1896.9,1896.9,1896.9
Vibox II-60 Gaming PC i5-10400 / GT 1030,Vibox,,799.95,799.95,799.95
Sedatech UCCE407I1I1HF (Ryzen 9 9900X / Radeon RX 7900 GRE / 32GB / 2TB),Sedatech,,2189.9,2189.9,2189.9
"Captiva Highend Gaming R73
R73-918",Captiva,,3061.99,3061.99,3061.99
Actina PC (5901443339304),Actina,,2655.19,2655.19,2655.19
VIST PRO PC Intel i7-14700KF / RTX 4070 / 64GB / SSD 1TB / WiFi6 BT W11 DLSS 3,VIST,,1756.9,1756.9,1756.9
Vibox X-95 PC Gamer i9-13900KF / RTX 4060,Vibox,,1619.95,1619.95,1619.95
Sedatech UCCE220I1I1HF (Ryzen 7 5700X3D / Radeon RX 7900 GRE / 32GB / 2TB),Sedatech,,1749.9,1749.9,1749.9
"Captiva Highend Gaming R77
R77-893",Captiva,,1730.99,1730.99,1730.99
Actina PC (5901443337492),Actina,,3781.89,3898.98,3840.43
Vibox VII-21 Gaming PC i7-13700F / RTX 3060,Vibox,,1184.95,1184.95,1184.95
Sedatech UCCE431I1I1HF (Ryzen 7 9800X3D / Radeon RX 7900 GRE / 64GB / 2TB),Sedatech,,2469.9,2469.9,2469.9
Actina Endorfy 13400F / 32GB / 1TB / RTX4060 / 600W,Actina,,1182.99,1182.99,1182.99
Vibox X-43 Gaming PC i9-13900KF / RTX 3060,Vibox,,1749.95,1749.95,1749.95
Sedatech UCCF400I2I1HF (i5-14400F / Radeon RX 7900 GRE / 32GB / 2TB),Sedatech,,1809.9,1809.9,1809.9
Actina PC Desktop (5901443389484),Actina,,1834.14,1834.14,1834.14
Vibox VI-11 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,,662.95,662.95,662.95
Sedatech UCCN502I1I1HF,Sedatech,,1779.9,1779.9,1779.9
Actina Desktop-PC KOMAAAGIP1553 Ryzen 9 7900X 32GB RAM 2TB SSD RTX 4070 Ti Super (S9198982),Actina,,4282.81,4282.81,4282.81
Vibox VII-102 PC Gamer i7-13700F / RTX 4060 Ti,Vibox,,1334.95,1334.95,1334.95
Sedatech UCCF225I2I1HF (i9-12900KF / RTX4060 / 32GB / 2TB),Sedatech,,1639.9,1639.9,1639.9
Actina PBM 7500F / 32GB / 1TB / RTX4060TI / 650W (KOMACNGIP0077),Actina,,1554.02,1554.02,1554.02
Vibox II-47 Gaming PC i5-10400 / RTX 3060,Vibox,,959.95,959.95,959.95
Sedatech UCCE310I1I1HF (Ryzen 5 7500F / RTX4060Ti / 32GB / 2TB),Sedatech,,1519.9,1519.9,1519.9
Vibox IV-69 Gaming PC i7-11700F / RTX 3070 Ti,Vibox,,1199.95,1199.95,1199.95
Sedatech UCCE202I1I1HF (Ryzen 9 5900X / RTX3050 / 32GB / 2TB),Sedatech,,1259.9,1259.9,1259.9
Vibox X-36 Gaming PC i9-13900KF / RTX 3070,Vibox,,1819.95,1819.95,1819.95
Sedatech UCCF337I2I1HF (i9-12900KF / RTX4060Ti / 32GB / 2TB),Sedatech,,1689.9,1689.9,1689.9
Vibox I-20 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,,614.95,614.95,614.95
Vibox IV-6 Gaming PC i7-11700F / GTX 1650,Vibox,,939.95,939.95,939.95
Vibox IV-7 Gaming PC i7-11700F / RTX 3050,Vibox,,849.95,849.95,849.95
Vibox VIII-17 Gaming PC i9-11900F / RTX 3060,Vibox,,1399.95,1399.95,1399.95
Vibox VI-63 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,,645.95,645.95,645.95
Vibox VII-101 PC Gamer i7-13700F / RTX 4060 Ti,Vibox,,1499.95,1499.95,1499.95
Vibox VI-66 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,,548.95,548.95,548.95
Vibox X-207 Gaming PC i9-13900KF / RTX 4070,Vibox,,2149.95,2149.95,2149.95
Vibox IV-86 Gaming PC i7-11700F / RTX 3070,Vibox,,1199.95,1199.95,1199.95
Vibox X-91 PC Gamer i9-13900KF / RTX 4060,Vibox,,1624.95,1624.95,1624.95
Vibox VII-215 Gaming PC i7-13700F / RTX 3070,Vibox,,1414.95,1414.95,1414.95
Vibox IV-44 Gaming PC i7-11700F / GTX 1660 Super,Vibox,,1084.95,1084.95,1084.95
Vibox IV-39 Gaming PC i7-11700F / RTX 3050,Vibox,,1049.95,1049.95,1049.95
Vibox II-116 PC Gamer i5-10400 / RTX 4060,Vibox,,1124.95,1124.95,1124.95
Vibox VIII-204 Gaming PC i9-11900F / RTX 4070,Vibox,,2129.95,2129.95,2129.95
Vibox X-82 PC Gamer i9-13900KF / RTX 4060 Ti,Vibox,,1939.95,1939.95,1939.95
Vibox V-6 Gaming PC Ryzen 5 4500 / RTX 3050,Vibox,,799.95,799.95,799.95
Vibox II-3 Gaming PC i5-10400 / GTX 1650,Vibox,,749.95,749.95,749.95
Vibox VIII-221 SG PC Gamer i9-11900F / RTX 4060,Vibox,,1559.95,1559.95,1559.95
Vibox VIII-50 Gaming PC i9-11900F / RTX 3070 Ti,Vibox,,1739.95,1739.95,1739.95
Vibox V-141 PC Gamer Ryzen 5 4500 / RTX 4060,Vibox,,859.95,859.95,859.95
Vibox VI-54 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,,542.95,542.95,542.95
Vibox VI-24 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,,671.95,671.95,671.95
Vibox IV-201 Gaming PC i7-11700F / RTX 3050,Vibox,,999.95,999.95,999.95
Vibox II-17 SG PC Gamer i5-10400 / RTX 4060 Ti,Vibox,,1374.95,1374.95,1374.95
Vibox II-121 PC Gamer i5-10400 / RTX 4060,Vibox,,999.95,999.95,999.95
Vibox II-92 Gaming PC i5-10400 / RTX 3070 Ti,Vibox,,1249.95,1249.95,1249.95
Vibox VII-70 Gaming PC i7-13700F / RTX 4070 Ti,Vibox,,1924.95,1924.95,1924.95
Vibox X-50 Gaming PC i9-13900KF / RTX 4070 Ti,Vibox,,2639.95,2639.95,2639.95
Vibox IV-23 Gaming PC i7-11700F / RTX 3050,Vibox,,864.95,864.95,864.95
Vibox II-12 Gaming PC i5-10400 / GTX 1650,Vibox,,864.95,864.95,864.95
Vibox VII-54 Gaming PC i7-13700F / RTX 3060 Ti,Vibox,,1599.95,1599.95,1599.95
Vibox VI-34 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,,614.95,614.95,614.95
Vibox VII-41 Gaming PC i7-13700F / RTX 4070,Vibox,,1634.95,1634.95,1634.95
Vibox II-55 Gaming PC i5-10400 / GT 1030,Vibox,,649.95,649.95,649.95
Vibox II-97 Gaming PC i5-10400 / RTX 3060 Ti,Vibox,,949.95,949.95,949.95
Vibox VIII-8 Gaming PC i9-11900F / RTX 4070 Ti,Vibox,,2284.95,2284.95,2284.95
Vibox IV-29 Gaming PC i7-11700F / GTX 1650,Vibox,,824.95,824.95,824.95
Vibox V-132 PC Gamer Ryzen 5 4500 / RTX 4060 Ti,Vibox,,1134.95,1134.95,1134.95
Vibox VI-31 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,,558.95,558.95,558.95
Vibox II-19 SG PC Gamer i5-10400 / RTX 4060 Ti,Vibox,,1339.95,1339.95,1339.95
Vibox II-98 Gaming PC i5-10400 / RTX 3060 Ti,Vibox,,1074.95,1074.95,1074.95
Vibox V-20 Gaming PC Ryzen 5 4500 / RTX 3060 Ti,Vibox,,969.95,969.95,969.95
Vibox V-103 Gaming PC Ryzen 5 4500 / RTX 3070,Vibox,,894.95,894.95,894.95
Vibox V-15 Gaming PC Ryzen 5 4500 / RTX 3060,Vibox,,869.95,869.95,869.95
Vibox II-122 PC Gamer i5-10400 / RTX 4060,Vibox,,1124.95,1124.95,1124.95
Vibox IV-64 Gaming PC i7-11700F / RTX 3060,Vibox,,1164.95,1164.95,1164.95
Vibox IV-121 PC Gamer i7-11700F / RTX 4060,Vibox,,1049.95,1049.95,1049.95
Vibox II-22 SG PC Gamer i5-10400 / RTX 4060,Vibox,,1199.95,1199.95,1199.95
Vibox II-85 Gaming PC i5-10400 / RTX 3070 Ti,Vibox,,1119.95,1119.95,1119.95
Vibox V-122 PC Gamer Ryzen 5 4500 / RTX 4060 Ti,Vibox,,1164.95,1164.95,1164.95
Vibox V-78 Gaming PC Ryzen 5 4500 / RTX 3060 Ti,Vibox,,934.95,934.95,934.95
Vibox X-55 Gaming PC i9-13900KF / RTX 3060 Ti,Vibox,,1749.95,1749.95,1749.95
Vibox X-57 SG PC Gamer i9-13900KF / RTX 4060,Vibox,,1759.95,1759.95,1759.95
Vibox IV-117 PC Gamer i7-11700F / RTX 4060 Ti,Vibox,,1184.95,1184.95,1184.95
Vibox VII-2 Gaming PC i7-13700F / RTX 3070 Ti,Vibox,,1519.95,1519.95,1519.95
Vibox V-114 Gaming PC Ryzen 5 4500 / RTX 3070,Vibox,,984.95,984.95,984.95
Vibox IV-58 Gaming PC i7-11700F / RTX 3060,Vibox,,1149.95,1149.95,1149.95
Vibox VIII-205 Gaming PC i9-11900F / RTX 4070 Ti,Vibox,,2229.95,2229.95,2229.95
Vibox II-57 Gaming PC i5-10400 / GT 1030,Vibox,,659.95,659.95,659.95
Vibox V-143 PC Gamer Ryzen 5 4500 / RTX 4060,Vibox,,879.95,879.95,879.95
Vibox V-77 Gaming PC Ryzen 5 4500 / RTX 3060 Ti,Vibox,,834.95,834.95,834.95
Vibox VIII-220 SG PC Gamer i9-11900F / RTX 4060 Ti,Vibox,,1879.95,1879.95,1879.95
Vibox VII-62 Gaming PC i7-13700F / RTX 3070,Vibox,,1234.95,1234.95,1234.95
Vibox II-95 Gaming PC i5-10400 / RTX 3060 Ti,Vibox,,959.95,959.95,959.95
Vibox VIII-43 Gaming PC i9-11900F / RTX 3060,Vibox,,1549.95,1549.95,1549.95
Vibox I-39 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,,548.95,548.95,548.95
Vibox VII-218 SG PC Gamer i7-13700F / RTX 4060 Ti,Vibox,,1764.95,1764.95,1764.95
Vibox II-22 Gaming PC i5-10400 / RTX 3050,Vibox,,899.95,899.95,899.95
Vibox I-1 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,,481.95,481.95,481.95
Vibox II-94 Gaming PC i5-10400 / RTX 3070 Ti,Vibox,,1249.95,1249.95,1249.95
Vibox VIII-32 Gaming PC i9-11900F / RTX 4070 Ti,Vibox,,2269.95,2269.95,2269.95
Vibox I-11 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,,527.95,527.95,527.95
Vibox VI-26 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,,645.95,645.95,645.95
Vibox VII-71 Gaming PC i7-13700F / RTX 4070 Ti,Vibox,,2099.95,2099.95,2099.95
Vibox V-34 Gaming PC Ryzen 5 4500 / RTX 3060,Vibox,,949.95,949.95,949.95
Vibox VIII-7 Gaming PC i9-11900F / RTX 4070 Ti,Vibox,,2099.95,2099.95,2099.95
Vibox X-53 Gaming PC i9-13900KF / RTX 3070 Ti,Vibox,,1914.95,1914.95,1914.95
Vibox V-38 Gaming PC Ryzen 5 4500 / RTX 3060 Ti,Vibox,,949.95,949.95,949.95
Vibox VIII-222 SG PC Gamer i9-11900F / RTX 4060,Vibox,,1749.95,1749.95,1749.95
Vibox VII-73 Gaming PC i7-13700F / RTX 4070 Ti,Vibox,,2124.95,2124.95,2124.95
Vibox II-7 Gaming PC i5-10400 / RTX 3060 Ti,Vibox,,1359.95,1359.95,1359.95
Vibox VII-221 SG PC Gamer i7-13700F / RTX 4060,Vibox,,1399.95,1399.95,1399.95
Vibox II-6 Gaming PC i5-10400 / RTX 3060,Vibox,,1359.95,1359.95,1359.95
Vibox VI-15 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,,522.95,522.95,522.95
Vibox V-28 Gaming PC Ryzen 5 4500 / RTX 3050,Vibox,,824.95,824.95,824.95
Vibox V-48 Gaming PC Ryzen 5 4500 / RTX 3050,Vibox,,794.95,794.95,794.95
Vibox IV-91 Gaming PC i7-11700F / RTX 4070 Ti,Vibox,,1774.95,1774.95,1774.95
Vibox IV-128 PC Gamer i7-11700F / RTX 4060,Vibox,,1199.95,1199.95,1199.95
Vibox V-146 PC Gamer Ryzen 5 4500 / RTX 4060,Vibox,,974.95,974.95,974.95
Vibox VIII-5 Gaming PC i9-11900F / RTX 4070,Vibox,,1814.95,1814.95,1814.95
Vibox V-12 Gaming PC Ryzen 5 4500 / GTX 1660 Super,Vibox,,914.95,914.95,914.95
Vibox VI-17 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,,522.95,522.95,522.95
Vibox IV-223 SG PC Gamer i7-11700F / RTX 4060,Vibox,,1259.95,1259.95,1259.95
Vibox VII-217 SG PC Gamer i7-13700F / RTX 4060 Ti,Vibox,,1574.95,1574.95,1574.95
Vibox I-29 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,,501.95,501.95,501.95
Actina PC (5901443338338),Actina,,2970.0,2970.0,2970.0
Vibox VIII-9 Gaming PC i9-11900F / RTX 3060,Vibox,,1369.95,1369.95,1369.95
ScreenOn Y24581,ScreenOn,,759.0,759.0,759.0
PcCom i5-13600KF / 32GB / 1TB SSD (S7829885),PcCom,,3220.01,3220.01,3220.01
"Geekom XT12 Pro
i9-12900H 32GB + 1TB",Geekom,,739.0,739.0,739.0
Minisforum UM69005EU (32GB + 1TB SSD),Minisforum,,455.99,455.99,455.99
VIST RGB Ryzen 5 3600 / RTX 3050 / 16GB / SSD 512GB / W10,VIST,,679.9,679.9,679.9
Sedatech UCCF346I2I1HF (i5-12400F / Radeon RX 7900 GRE / 32GB / 2TB),Sedatech,,1659.9,1659.9,1659.9
Dell OptiPlex 3000 SFF,Dell,,609.0,1350.91,979.96
Ankermann CAD Workstation CW04 V2,Ankermann,,989.0,1059.0,1024.0
Orbsmart AW-15L,Orbsmart,,269.9,269.9,269.9
"HP T540 Thin Client
1X7R3AA",HP,,590.0,590.0,590.0
MSI MEG Trident X 12,MSI,,2266.99,2609.9,2438.44
Captiva Advanced Gaming R75,Captiva,,901.99,1706.99,1304.49
Beelink SER5 Mini (5600H 32+500G),Beelink,,429.0,429.0,429.0
Adonia Adonia BYGIGABYTE R5,Adonia,,1861.73,1861.73,1861.73
Zone Evil Gold 22B560I,Zone,,955.54,955.54,955.54
Acer Veriton X4710G,Acer,,712.7,1080.12,896.41
Lenovo Legion Tower 5i Gen 9 26IRX9 (90XE0001GF),Lenovo,,2099.0,2099.0,2099.0
Medion Erazer Engineer X10,Medion,,1105.0,1105.0,1105.0
MeLE Quieter 4C (N100 / 8GB / 256GB),MeLE,,229.99,229.99,229.99
SuperMicro SYS-E200-9B,SuperMicro,,973.49,973.49,973.49
BEASTCOM Q3 Essential Gaming (Q3-230),BEASTCOM,,539.0,539.0,539.0
Acemagician AM06 Pro,Acemagician,,329.99,489.99,409.99
Intel NUC11PHKi7,Intel,,1069.0,1069.0,1069.0
Actina ENDORFY 13400F / 32GB / 1TB / RTX4060 / 600W / W11H (KOMACNGIP0040),Actina,,1663.5,1663.5,1663.5
Vibox I-23 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,,747.95,747.95,747.95
ScreenOn X39597,ScreenOn,,1899.0,1899.0,1899.0
Geekom AE8,Geekom,,749.0,749.0,749.0
Minisforum NAD9,Minisforum,,469.0,469.0,469.0
VIST PRO PC Ryzen 7 7700 / RTX 4060 Ti / 32GB / SSD 2TB / W11,VIST,,1436.9,1436.9,1436.9
Sedatech UCCF401I2I1HF (i5-14600KF / Radeon RX 7900 GRE / 32GB / 2TB),Sedatech,,1859.9,1859.9,1859.9
Dell OptiPlex 3050 SFF,Dell,,203.71,909.99,556.85
"HP Workstation Z2 G9 Tower
5F117EA",HP,,2049.62,4071.05,3060.34
Captiva Power Starter I74,Captiva,,628.99,1774.97,1201.98
"Lenovo ThinkStation P3 Tower
30GS0040GE",Lenovo,,1854.99,1854.99,1854.99
MeLE Quieter2,MeLE,,189.99,189.99,189.99
BEASTCOM Q3 | Essential Gaming (Q3-215-US),BEASTCOM,,749.0,749.0,749.0
Actina ENDORFY 14400F / 16GB / 1TB / RTX4060 / 600W (KOMACNGIP0070),Actina,,1213.24,1213.24,1213.24
Vibox VIII-48 Gaming PC i9-11900F / RTX 3070 Ti,Vibox,,1719.95,1719.95,1719.95
Minisforum N40,Minisforum,,119.0,146.0,132.5
VIST PRO PC i5-12400F / RTX 3050 / 16GB / SSD 1TB / W10,VIST,,762.9,762.9,762.9
Sedatech UCCE405I1I1HF (Ryzen 9 7900X / Radeon RX 7900 GRE / 64GB / 2TB),Sedatech,,2209.9,2209.9,2209.9
Dell OptiPlex 3000 Tower (S011O3000MT_VP),Dell,,846.65,846.65,846.65
HP ProDesk 405 G8,HP,,637.62,637.62,637.62
"Captiva Advanced Gaming R86
R86-520",Captiva,,1581.8,1581.8,1581.8
Actina Endorfy 13400F / 32GB / 2TB / RTX4060 / 600W / W11H,Actina,,1382.61,1382.61,1382.61
Vibox II-7 Gaming PC i5-10400 / GTX 1660 Super,Vibox,,899.95,899.95,899.95
VIST RGB LOOK GAMER i9-11900F 32GB RTX 4060 1TB WIFI Win11,VIST,,1184.9,1184.9,1184.9
Sedatech UCCF220I2I1HF (i5-14600KF / RTX4060 / 32GB / 2TB),Sedatech,,1459.9,1459.9,1459.9
HP EliteDesk 800 G3,HP,,2060.99,2060.99,2060.99
Captiva Power Starter R64,Captiva,,562.99,752.99,657.99
Actina PC (5901443335924),Actina,,2280.58,2280.58,2280.58
Vibox X-8 Gaming PC i9-13900KF / RTX 4070 Ti,Vibox,,2499.95,2499.95,2499.95
VIST ARGB PRO PC Ryzen 7 7700 / RTX 4070 / 32GB / SSD 2TB / WiFi6 BT W11 USB C DLSS 3,VIST,,1613.9,1613.9,1613.9
Sedatech UCCF226I2I1HF (i9-14900KF / RTX4060 / 32GB / 2TB),Sedatech,,1759.9,1759.9,1759.9
"Captiva Highend Gaming R81
R81-695",Captiva,,3042.39,3042.39,3042.39
Actina PBA 13400F / 32GB / 1TB / RTX4070 / 650W,Actina,,2359.05,2359.05,2359.05
Vibox II-28 Gaming PC i5-10400 / GTX 1650,Vibox,,879.95,879.95,879.95
VIST RGB PC Ryzen 7 5700X / RTX 3060 / 16GB / SSD 1TB / NVMe W10,VIST,,919.9,919.9,919.9
Sedatech UCCF432I2I1HF (i9-12900KF / Radeon RX 7900 GRE / 32GB / 2TB),Sedatech,,1949.9,1949.9,1949.9
Captiva Advanced Gaming I68,Captiva,,1009.99,3139.43,2074.71
Actina ENDORFY 5500 / 16GB / 500GB / RX6600 / 600W (KOMAAAGIP1336),Actina,,668.68,1016.39,842.53
Vibox IV-123 PC Gamer i7-11700F / RTX 4060,Vibox,,1049.95,1049.95,1049.95
VIST LOOK i5 12400F RTX 4060 32GB SSD 1TB WIFI W11,VIST,,876.9,876.9,876.9
Sedatech UCCE304I1I1HF (Ryzen 5 7500F / RTX3050 / 32GB / 2TB),Sedatech,,1269.9,1269.9,1269.9
"Captiva Highend Gaming I73
I73-890",Captiva,,2690.99,2690.99,2690.99
Actina ENDORFY 13600KF / 16GB / 1TB / RTX4070S / 700W (KOMACNGIP0071),Actina,,2065.45,2065.45,2065.45
Vibox V-1 PC Gamer Ryzen 5 4500 / GTX 1650,Vibox,,674.95,674.95,674.95
VIST MSI RGB Ryzen 5 3600 / RTX 3050 / 32GB / SSD 1TB / W11,VIST,,726.9,726.9,726.9
"Captiva Ultimate Gaming I72
I72-857",Captiva,,3361.8,3361.8,3361.8
Actina Desktop-PC KOMAAAGIP1330 i7-13700KF 32GB RAM 2TB SSD RTX 4090 (S9117419),Actina,,7520.41,7520.41,7520.41
Vibox VII-46 Gaming PC i7-13700F / RTX 4070,Vibox,,1829.95,1829.95,1829.95
VIST RGB Ryzen 5 3600 / RTX 3050 / 16GB / SSD 1TB / W10,VIST,,705.9,705.9,705.9
Captiva Power Starter R74,Captiva,,592.99,1419.99,1006.49
Actina VIEW 12400F / 32GB / 1TB / RTX4060TI / 600W,Actina,,1159.11,1159.11,1159.11
Vibox V-70 Gaming PC Ryzen 5 4500 / GTX 1660 Super,Vibox,,879.95,879.95,879.95
VIST RGBi7-11700F / RTX 3050 / 16GB / SSD 512 / W10,VIST,,1023.9,1023.9,1023.9
"Captiva Advanced Gaming I80
I80-575",Captiva,,1393.99,1393.99,1393.99
Actina PBA 13400F / 16GB / 1TB / RTX4070 / 650W,Actina,,1730.84,1799.84,1765.34
Vibox V-16 Gaming PC Ryzen 5 4500 / RTX 3060,Vibox,,969.95,969.95,969.95
VIST Breeze ARGB PC Ryzen 7 3700X RTX 3050 32GB 2TB WiFi W11 DLSS 3,VIST,,849.9,849.9,849.9
Actina Endorfy 7600 / 32GB / 1TB / RX7900GRE / 750W,Actina,,2068.39,2068.39,2068.39
Vibox VII-59 Gaming PC i7-13700F / RTX 4070,Vibox,,1849.95,1849.95,1849.95
VIST Nexus Pro PC i9 14900KF RTX 4070Ti Super 32GB SSD 1TB WiFi6 BT W11 USB C DLSS 3,VIST,,2106.9,2106.9,2106.9
Actina Desktop-PC KOMAAAGIP1452 Ryzen 5 5600X 32GB RAM 1TB SSD RTX 4070 (S9159077),Actina,,2216.84,2216.84,2216.84
Vibox II-49 Gaming PC i5-10400 / RTX 3060,Vibox,,964.95,964.95,964.95
VIST RGB Gamer i5-14400F / 32GB / RTX 4060Ti / SSD 1TB / Win11,VIST,,1168.9,1168.9,1168.9
Actina ENDORFY 7800X3D / 32GB / 1TB / RTX4080 / 1000W,Actina,,2375.46,2375.46,2375.46
Vibox V-47 Gaming PC Ryzen 5 4500 / RTX 3050,Vibox,,694.95,694.95,694.95
VIST Nexus Pro PC i9 14900KF RTX 4070Ti Super 64GB SSD 1TB WiFi6 BT W11 USB C DLSS 3,VIST,,2191.9,2191.9,2191.9
Actina PC (5901443338314),Actina,,1275.88,1275.88,1275.88
Vibox VI-40 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,,604.95,604.95,604.95
VIST PBM MSI Ryzen 7 5700X / RTX 4070 / 32GB / SSD 1TB / W11,VIST,,1322.9,1322.9,1322.9
Actina ICUE 14600KF / 32GB / 2TB / RX7900XTX / 850W,Actina,,2918.76,2918.76,2918.76
Vibox V-135 PC Gamer Ryzen 5 4500 / RTX 4060,Vibox,,909.95,909.95,909.95
VIST RGB Ryzen 5 3600 RTX 4060Ti 16GB SSD 1TB nVme W11,VIST,,1007.9,1007.9,1007.9
Actina PC (5901443337430),Actina,,4610.69,4610.69,4610.69
Vibox V-46 Gaming PC Ryzen 5 4500 / RTX 3050,Vibox,,769.95,769.95,769.95
VIST PbA Ryzen 5900X / RTX 4070 / 32GB / SSD 1TB / W11,VIST,,1419.9,1419.9,1419.9
Actina ENDORFY 14400F / 32GB / 1TB / RTX4070S / 750W / W11H (KOMACNGIP0053),Actina,,1879.72,1879.72,1879.72
Vibox X-206 PC Gamer i9-13900KF / RTX 3060,Vibox,,1909.95,1909.95,1909.95
VIST KIT RGB Ryzen 5 3600/ RX 6600 / 64GB / SSD 1TB / W11 LCD 24'',VIST,,985.9,985.9,985.9
Actina ENDORFY 13600KF / 32GB / 1TB / RTX4070 / 750W,Actina,,2614.6,2614.6,2614.6
Vibox VII-108 PC Gamer i7-13700F / RTX 4060,Vibox,,1199.95,1199.95,1199.95
